no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Meal Plan 3,type_of_meal_plan_Not Selected,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online
2,0,2,5,0,10.677811221696858,0,0,0,9.432423254409635,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,-2.4047385239985353,0,0,0,12.882234902847564,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,11.293086978017335,0,0,0,11.555606045862389,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,5,0,8.227359265577123,0,0,0,13.401857504354647,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,10.847534355941391,0,0,0,13.948082764353595,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,9.069552607467418,0,0,0,11.834800468211256,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,9.39547602659047,0,0,0,11.636122821547998,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,2,2,0,12.244149776449735,0,0,0,16.020041060535195,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,2,2,2,0,1.750018771384625,0,0,0,16.89984670888002,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,0,2,0,4.317083682884964,0,0,0,13.802744526019437,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,2,0,6.362619049624176,0,0,0,10.698179530250792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,1,0,7.751500864262383,0,0,0,15.26882159409961,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,1,1,3,0,9.448080303868617,0,0,0,14.19278095433391,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,5.288854709387413,0,0,0,11.800992718260904,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,0,0,-2.4047385239985353,0,0,0,13.14688760848123,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,0,1,1,8.355835442431552,0,0,0,13.709586890732295,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,6,0,1.750018771384625,0,0,0,12.105946265005569,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,11.253778246174209,0,0,0,12.711049956361705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,1,3,0,6.727738857974239,0,0,0,12.498682713472045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,6.639149931100781,0,0,0,10.828191057640566,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,6.266541086841171,0,0,0,12.069057093898765,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,4,0,9.551913444082864,0,0,0,13.485374274951354,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,0.009966240381495555,0,0,0,14.387149432490931,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,5.164338539248802,0,0,0,12.66501035020906,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,3.803671935308651,0,0,0,12.386096521868524,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,0,1,0,0,6.456680120431903,0,0,0,11.193310350498553,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,12.898944189648201,0,0,0,12.386096521868524,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,1,9.500222811084415,0,0,0,12.681479337306826,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,4.764791365422229,0,0,0,13.084041562832581,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,2,0,5.164338539248802,0,0,0,14.911258775126054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,3,0,-2.4047385239985353,0,0,0,11.861272377649177,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2,1,0,12.51305193920069,0,0,0,14.721181968249319,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,3,0,7.305350880145443,0,0,0,9.628265434987991,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,13.29593354631596,0,0,0,11.222484661920577,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,7.607124173565279,0,0,0,10.942783035720874,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,0,0,3,0,8.291979901117552,0,0,0,14.423933082614587,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,4,0,8.481338316461375,0,0,0,10.90924575041835,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,-2.4047385239985353,0,0,0,16.872302802675573,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,10.634683344859535,0,0,0,12.470666122280365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,9.125156210790122,0,0,0,12.828401026712966,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,2,3,0,11.013002880665884,0,0,0,16.4607055707333,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
3,0,1,1,0,0.009966240381495555,0,0,0,15.549071835721357,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,1,0,1.750018771384625,0,0,0,10.316725584227092,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,5.6407572737309595,0,0,0,11.078216983449675,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,2,2,0,14.195193662504916,0,0,0,14.959339594864188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,1,0,10.23296683187922,0,0,0,13.198944996415953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,8.028670294911496,0,0,0,10.246209693985532,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,16.36640459090362,0,0,0,11.819120269750012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,11.448098121369412,0,0,0,11.49315225239375,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,4.472572688289471,0,0,0,10.841756183289997,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,4,0,5.965050258895251,0,0,0,13.218134685293837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,12.804317488828154,0,0,0,13.948082764353595,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,2,0,8.291979901117552,0,0,0,13.75382334055293,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,0,0,4.90268147343466,0,0,0,12.06025137501539,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2,4,0,10.930783959355134,0,0,0,13.376916595685909,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,2,0,14.95681292433797,0,0,0,11.837210314352507,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,1,0,6.456680120431903,0,0,0,11.360492105283532,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,3.6132483604972085,0,0,0,12.117625250947539,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2,5,0,7.066263432302386,0,0,0,14.215757960904725,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3,0,1,1,0,7.458514453594277,0,0,0,13.575675001036247,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,1,3,0,7.147271986941719,0,0,0,13.255883199823716,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,12.992402867232347,0,0,0,9.92183248012934,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,8.60403245541774,0,0,0,10.040491413104817,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,4,0,11.094222110354858,0,0,0,13.394229346070682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,1,0.009966240381495555,0,0,0,15.590291706611273,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,2,2,2,0,9.80391229449938,0,0,0,16.41682106496471,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3,0,1,2,0,15.101230422560624,0,0,0,13.885362368765694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,9.603161764587373,0,0,0,11.195258470916158,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,2.705467314646658,0,0,0,14.417964664243126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,1,1,0,11.674272041747964,0,0,0,10.942783035720874,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,10.547558733898498,0,0,0,12.681479337306826,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,11.293086978017335,0,0,0,11.636122821547998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,12.961377558636208,0,0,0,12.935761747629307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,7.147271986941719,0,0,0,11.366856458335095,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,13.206124432031963,0,0,0,12.354889605244667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,2,1,0,5.859693918529069,0,0,0,12.63749672385555,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,6,0,0.7825566810065498,0,0,0,11.953300666001999,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,6.814672810770127,0,0,0,12.098346713373525,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,13.616655478357089,0,0,0,13.948082764353595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,8.956706451254403,1,1,0,9.98403725596597,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,13.645173779486752,0,0,0,12.925080722731874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,0,0,3.4106889600910395,0,0,0,12.554460104409005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2,1,0,4.90268147343466,0,0,0,13.948082764353595,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,0,8.543026761970442,0,0,0,13.302219349216834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,10.32444538723758,0,0,0,9.792772460222128,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,0,1,0,9.75434377174095,0,0,0,13.052462166270267,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,6.814672810770127,0,0,0,14.22792883265572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,4.90268147343466,0,0,0,14.911258775126054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,0,2,0,5.288854709387413,0,0,0,18.227262591240972,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,2,1,0,5.288854709387413,0,0,0,9.682718693310864,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,12.479972872538482,0,0,0,12.559463480888692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,5.75165477138973,0,0,0,11.617608724641777,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,0,0,5.859693918529069,0,0,0,14.27926098550724,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,0,9.551913444082864,0,0,0,12.882234902847564,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,15.148835510831068,0,0,0,13.198944996415953,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,13.645173779486752,0,0,0,12.354889605244667,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,0,16.731856421472443,0,0,0,13.198944996415953,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,2,0,5.859693918529069,0,0,0,13.948082764353595,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,0,0,7.891930731534395,1,0,3,10.133668720465554,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,15.101230422560624,0,0,0,10.841756183289997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,1,2,0,7.960746811981403,0,0,0,14.086602016571558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,0,0,3.983613050709453,0,0,0,13.455087445773929,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,7.533367617780273,0,0,0,11.121563618166812,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,2,1,0,9.80391229449938,0,0,0,15.26882159409961,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,2,0,13.616655478357089,0,0,0,13.948082764353595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,4.90268147343466,1,1,0,11.800992718260904,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,8.89943687365904,0,0,0,14.436318007857134,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,-2.4047385239985353,0,0,0,10.841756183289997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,15.745158167117888,0,0,0,12.882234902847564,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,10.972020282990258,0,0,0,12.069057093898765,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,-2.4047385239985353,1,0,1,10.841756183289997,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,2,0,6.362619049624176,0,0,0,10.841756183289997,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,2,1,0,15.942563409373792,0,0,0,10.954154573493684,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,6.900026201446486,0,0,0,13.75382334055293,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,13.236176799994421,0,0,0,11.524436072744049,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,12.209829622740944,0,0,0,14.450061633649957,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,2,0,11.637083748820116,0,0,0,12.593303691826092,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,-2.4047385239985353,0,0,0,14.509407183192957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,2,5,0,10.32444538723758,0,0,0,12.593303691826092,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,2,0,11.293086978017335,0,0,0,12.935761747629307,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,7.458514453594277,0,0,0,10.841756183289997,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,1,0,9.013407104307369,0,0,0,14.31179323933794,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,8.291979901117552,0,0,0,11.636122821547998,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,6.983868242305268,0,0,0,12.470666122280365,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,-2.4047385239985353,0,0,0,12.214553794637842,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,1,0,10.045923159767625,0,0,0,14.880548101836908,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,4,0,9.853081807484557,0,0,0,11.331793129739347,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,1.750018771384625,1,0,3,12.554460104409005,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,2,6,0,3.6132483604972085,0,0,0,14.645077630971892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,3.803671935308651,0,0,0,14.645077630971892,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,9.448080303868617,0,0,0,14.178687757531264,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,1,1,1,0,4.154392429372679,0,0,0,15.6416007298113,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,2,1,0,0.009966240381495555,0,0,0,9.753931099158653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,11.857312883180956,0,0,0,10.90924575041835,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,1.322020010631007,0,0,0,10.021719590666608,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,0,0,4.90268147343466,0,0,0,12.098346713373525,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,9.901860160206548,0,0,0,11.858268230462562,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,0,2,0,5.4095867131092445,0,0,0,12.295012648057314,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,8.78313304750429,0,0,0,14.22792883265572,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,0.009966240381495555,0,0,0,13.948082764353595,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,8.841584043326824,0,0,0,11.296583677745135,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3,0,1,4,0,7.822192474018898,0,0,0,11.098604933861896,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,9.95025495863329,0,0,0,14.477494177523534,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,12.74056603498232,0,0,0,10.495602857027512,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,6.983868242305268,0,0,0,15.717103787944826,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,0,0,17.963270927901302,0,0,0,13.198944996415953,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,2,0,5,0,5.288854709387413,0,0,0,16.835477240781454,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,2,2,0,10.634683344859535,0,0,0,11.331793129739347,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4,0,0,3,0,9.901860160206548,0,0,0,16.60679934530384,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,0,2,2,0,8.227359265577123,0,0,0,16.30733697030477,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,6,0,6.727738857974239,0,0,0,10.357868435010287,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,7.822192474018898,0,0,0,13.394229346070682,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,11.174471178196194,0,0,0,12.631984155782247,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,-2.4047385239985353,1,0,12,10.133668720465554,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,3,0,6.639149931100781,0,0,0,10.57304734442442,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,4.621599924877713,0,0,0,12.098346713373525,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,4,11,0,14.908127184400994,0,0,0,13.28268239726804,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,4,0,11.562106493696806,0,0,0,14.232606071670448,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,2,2,0,6.362619049624176,0,0,0,14.774572225582473,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,2,0,0,2.1104769557146987,0,0,0,13.640378523665397,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,10.140142764289097,0,0,0,14.22792883265572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,10.634683344859535,0,0,0,12.882234902847564,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2,1,0,3.1938805801177828,0,0,0,16.345871421500245,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3,0,1,3,0,12.611411031314674,0,0,0,13.230044079514734,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,2,0,1,0,-2.4047385239985353,0,0,0,17.6205051019032,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,3,0,3.6132483604972085,0,0,0,10.133668720465554,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,1,0,-2.4047385239985353,0,0,0,11.173804142108077,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,1,4,0,9.901860160206548,0,0,0,10.762077346792548,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,1,4.764791365422229,1,3,19,10.280456661171458,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,8.355835442431552,0,0,0,11.193310350498553,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,8.095729274309582,0,0,0,11.49315225239375,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,1,2,3,0,5.6407572737309595,0,0,0,14.959339594864188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,10.847534355941391,0,0,0,11.755508409158647,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,4,0,10.547558733898498,0,0,0,12.935761747629307,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,15.745158167117888,0,0,0,12.098346713373525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,6.0678827389250465,0,0,0,11.108452133669488,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,14.508221600822822,0,0,0,11.173804142108077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,14.300861393464082,0,0,0,12.54611508325088,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,13.897342387691523,0,0,0,11.800992718260904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,9.653977015499429,0,0,0,9.936291091083026,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,5.4095867131092445,0,0,0,12.272097627908751,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,5.75165477138973,0,0,0,13.336569943605637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,5.035730628699913,0,0,0,14.46378700253224,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,1,3,0,11.52431214790454,0,0,0,15.15423649366971,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,0,0,3,0,9.853081807484557,0,0,0,14.959339594864188,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,12.992402867232347,0,0,0,12.681479337306826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,9.125156210790122,0,0,0,13.447500994071786,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,7.679823010834335,0,0,0,12.226092046029535,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,6.814672810770127,0,0,0,13.255883199823716,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,2,2,0,9.39547602659047,0,0,0,14.887136454951369,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,3.983613050709453,0,0,0,10.566037936882546,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,9.342399733037515,0,0,0,9.753931099158653,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,1,0,2.1104769557146987,1,0,1,11.740294041450243,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,0,0,17.963270927901302,0,0,0,13.198944996415953,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,13.38471506120438,0,0,0,12.386096521868524,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,11.448098121369412,0,0,0,10.902521800047014,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,14.584667144200775,0,0,0,10.133668720465554,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,5.526806807483507,0,0,0,12.640251774676969,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,2,0,12.835991735395682,0,0,0,13.198944996415953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,1,0,5.6407572737309595,0,0,0,16.38427692952573,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,0.009966240381495555,0,0,0,13.198944996415953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,14.883679657733667,0,0,0,11.457348434976389,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,11.371031066699652,0,0,0,11.858268230462562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,1,3.803671935308651,0,0,0,17.162857402411046,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,4,0,14.584667144200775,0,0,0,12.22493888732382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,4,0,6.456680120431903,0,0,0,11.115666007598,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,5.288854709387413,0,0,0,13.455087445773929,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,3,0,3.4106889600910395,0,0,0,13.75382334055293,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,4.317083682884964,0,0,0,11.861272377649177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,5,0,14.735497551004292,0,0,0,14.27926098550724,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,8.095729274309582,0,0,0,10.303688127607247,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,7.458514453594277,0,0,0,11.278602223335012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,3,0,8.664373783584963,0,0,0,13.638393983720253,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,1,0,12.961377558636208,0,0,0,12.069057093898765,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,4,0,12.379834560583618,0,0,0,12.174052713891696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,11.964904255059576,0,0,0,11.679782068354681,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,6.814672810770127,0,0,0,11.296583677745135,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,8.841584043326824,0,0,0,13.447500994071786,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,3.6132483604972085,0,0,0,11.398606730867924,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,1,0.009966240381495555,1,0,3,10.280456661171458,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
